Year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99plus
1949,16142.3460,16162.6910,16573.0840,17301.8490,16719.8620,18762.7480,20702.5770,22481.0480,24039.8570,25504.0050,26998.4910,27548.5000,26729.1210,25031.9610,23385.8120,21619.6460,20238.7800,19593.6620,19471.1210,19233.9240,18921.1800,19087.3420,19916.4700,21163.1670,22379.9050,23634.5020,24661.5320,25276.3000,25571.8130,25871.0950,26163.9310,26059.7190,25413.5910,24397.6640,23367.1920,22297.0420,21204.4300,20148.7940,19154.2860,18101.9550,16915.1980,16248.9700,16385.3880,16996.9390,17535.9320,18186.2350,18258.1100,17376.6970,15895.1360,14541.3560,13169.6860,12006.5230,11237.8330,10739.5200,10181.8210,9607.0490,9175.2850,8925.7140,8799.3780,8695.1920,8629.8400,8519.4660,8310.8560,8034.5800,7781.5930,7542.3090,7246.4500,6870.8400,6442.8830,6015.5120,5580.9690,5160.3860,4770.5660,4404.2330,4035.0320,3665.4980,3325.9830,3028.1170,2760.3460,2502.7430,2263.1970,2016.4000,1749.0090,1475.3400,1221.7960,981.5830,774.9890,614.2930,489.2090,361.7240,262.2930,203.0450,148.7560,97.5970,63.7050,49.6290,38.8840,27.0150,14.0220,15.0540
1950,18180.0200,16462.9240,15036.9400,13875.5990,12952.4310,12240.9670,11714.7360,11347.2700,11112.0990,10982.7520,10953.7940,11019.7870,11049.0980,10973.1880,10828.6890,10728.5080,10659.3540,10528.8650,10305.2480,10022.6010,9750.8790,9480.9650,9225.8250,9000.5640,8801.8800,8599.5430,8385.4070,8246.6590,8219.1370,8259.2370,8291.4000,8335.3990,8316.7300,8192.1370,7996.9330,7814.2840,7633.0740,7437.9170,7231.2760,7019.1720,6798.4440,6561.6650,6369.2970,6248.5700,6170.1340,6086.0490,6016.2670,5888.6100,5665.6490,5386.7310,5119.8690,4840.9420,4630.2440,4531.2180,4500.2940,4455.2920,4418.4470,4330.4090,4155.2170,3924.8980,3704.2610,3476.5260,3272.9970,3114.5340,2981.9290,2840.7200,2704.5280,2534.2430,2309.1050,2052.3000,1805.8350,1558.9850,1346.2880,1188.4390,1068.4150,949.2410,839.2030,730.5070,615.8550,501.3520,308.1489,253.9642,206.9953,169.5034,139.4223,112.0938,88.0532,67.8055,51.0051,37.3320,24.6493,16.6318,13.0739,9.2239,5.0818,2.8822,2.3617,1.8037,1.2083,1.2376
1951,21317.7770,17875.2500,16268.3020,14922.6900,13816.1930,12926.5950,12228.0940,11694.8880,11322.6780,11096.4140,10983.1260,10959.6280,11024.2330,11052.0600,10976.2390,10832.5690,10731.4780,10660.1970,10527.7630,10302.8430,10019.2640,9746.2280,9474.7420,9218.1580,8991.6900,8791.9270,8588.3390,8372.7420,8232.6420,8203.9760,8242.9380,8273.7480,8316.3200,8295.3260,8167.1070,7967.3770,7780.2180,7594.4680,7394.4750,7182.7050,6965.3710,6739.4150,6497.2900,6300.5260,6176.8610,6096.4700,6010.0900,5937.5360,5808.0140,5584.5230,5305.5680,5038.3890,4759.6230,4545.2950,4436.8360,4392.8520,4335.3780,4285.8370,4186.9210,4004.1230,3768.5450,3542.7380,3310.5230,3103.2180,2941.5160,2806.5250,2663.9890,2527.1490,2358.9440,2139.5470,1891.0530,1653.4920,1416.5910,1213.3700,1063.5890,950.9240,839.7270,737.6440,638.3980,535.4600,352.0198,290.1209,236.4650,193.6355,159.2718,128.0525,100.5893,77.4589,58.2667,42.6469,28.1586,18.9997,14.9353,10.5371,5.8052,3.2925,2.6979,2.0605,1.3803,1.4138
1952,23503.5440,21038.4030,17417.6040,15934.7870,14681.2180,13639.1330,12790.7660,12111.2040,11575.5360,11201.7340,10986.3270,10890.1080,10872.2850,10934.9490,10961.0510,10885.9640,10744.3470,10643.2030,10570.3960,10437.1370,10212.8220,9930.7190,9658.6870,9387.9330,9132.0840,8906.3310,8707.1840,8504.0730,8288.8440,8148.5810,8119.0100,8156.4980,8185.6910,8226.4700,8203.3220,8072.5580,7869.9870,7679.8960,7491.1730,7288.0300,7072.9180,6852.1860,6622.9080,6377.4820,6177.9810,6052.4220,5970.7540,5882.8080,5808.0890,5677.7980,5455.6780,5179.0560,4913.8320,4637.5980,4421.4510,4304.4540,4247.7470,4178.2540,4116.4010,4007.4170,3818.5460,3579.6960,3350.6260,3115.8920,2906.5640,2742.9880,2606.7530,2464.0970,2327.7700,2163.0820,1951.3090,1713.2630,1486.6520,1261.7420,1069.7530,929.3350,825.0090,722.7580,629.5190,540.5960,382.3196,315.0928,256.8186,210.3025,172.9810,139.0745,109.2474,84.1262,63.2819,46.3177,30.5823,20.6351,16.2208,11.4441,6.3049,3.5759,2.9302,2.2378,1.4991,1.5355
1953,24642.4250,22027.8650,19730.6260,16944.0000,15586.1020,14425.3300,13448.3620,12641.8760,11981.8700,11444.3420,11069.3660,10864.9790,10785.8200,10773.6530,10834.3200,10858.6800,10784.4040,10644.9810,10543.8960,10469.6510,10335.7190,10112.2500,9831.9220,9561.1840,9291.4530,9036.6120,8811.8170,8613.5000,8411.0840,8196.4560,8056.1830,8025.7460,8061.7300,8089.2840,8128.2370,8102.9750,7969.8260,7764.6550,7571.8580,7380.3880,7174.3390,6956.1420,6732.2760,6499.9490,6251.5110,6049.5100,5922.2060,5839.3600,5749.9530,5673.1650,5542.2540,5321.7370,5047.7360,4784.7430,4511.3260,4293.6080,4168.2570,4098.9750,4017.6190,3943.6040,3824.7390,3630.0410,3388.2030,3156.1400,2919.1620,2708.0530,2542.7940,2405.4710,2262.8520,2127.1850,1966.1700,1762.2000,1534.7920,1319.3050,1106.5520,925.9300,794.9650,699.0360,605.7820,521.4320,393.8985,324.6357,264.5965,216.6717,178.2198,143.2865,112.5561,86.6740,65.1985,47.7204,31.5085,21.2600,16.7121,11.7907,6.4959,3.6842,3.0189,2.3056,1.5445,1.5820
1954,24759.8710,22333.3910,20183.1500,18293.9870,16520.9770,15283.5140,14211.7760,13296.8230,12529.7160,11887.2890,11346.3790,10969.1680,10775.1650,10712.7560,10706.1830,10765.0350,10787.7320,10714.0520,10576.4150,10475.0990,10399.2130,10264.2290,10040.9660,9761.6060,9491.3850,9221.9040,8967.3410,8742.8580,8544.8020,8342.5020,8127.8600,7987.1780,7955.7940,7990.3830,8016.3840,8053.6310,8026.1940,7890.2920,7681.9490,7485.9120,7291.1630,7081.6350,6859.7470,6632.1260,6396.1020,6143.9600,5938.8970,5809.4950,5725.2390,5634.1240,5555.0610,5423.1590,5203.6090,4931.4350,4669.9140,4398.5210,4178.6210,4044.6010,3962.6080,3869.2160,3782.8890,3653.8520,3452.8030,3207.3020,2971.6010,2731.7140,2518.2310,2350.8280,2212.0310,2069.0440,1933.6460,1775.8270,1579.0410,1361.5710,1156.5410,955.2790,785.4520,663.5230,575.6750,491.1090,381.6345,314.5282,256.3583,209.9256,172.6710,138.8253,109.0516,83.9754,63.1685,46.2347,30.5275,20.5981,16.1917,11.4236,6.2936,3.5695,2.9249,2.2338,1.4965,1.5327
1955,23935.4300,22071.9070,20366.0960,18813.4170,17409.2880,16149.1300,15028.3600,14042.4000,13186.6680,12456.5830,11829.7470,11283.7620,10903.1350,10718.9190,10673.0830,10672.0900,10729.3100,10750.4110,10677.0970,10540.8180,10438.9560,10361.1890,10224.7310,10000.9770,9721.7130,9451.1650,9181.0930,8926.0130,8701.1410,8502.7280,8299.9110,8084.5860,7943.0540,7910.6230,7943.9240,7968.4520,8004.1080,7974.4080,7835.3260,7623.1570,7423.2630,7224.6240,7010.9590,6784.6830,6552.5910,6312.1310,6055.4930,5846.7240,5714.8160,5628.8860,5535.7780,5454.1880,5320.8820,5101.6150,4830.4210,4569.5560,4299.3410,4076.5690,3933.4530,3838.4790,3732.7470,3633.8250,3494.2040,3286.1680,3036.2340,2796.1550,2552.6060,2336.0810,2166.0080,2025.3030,1881.4990,1745.9490,1590.8360,1400.6270,1192.4260,997.2210,806.8340,647.2830,534.0170,453.9850,341.2669,281.2588,229.2419,187.7206,154.4066,124.1410,97.5166,75.0929,56.4868,41.3442,27.2984,18.4193,14.4791,10.2152,5.6279,3.1919,2.6155,1.9975,1.3382,1.3706
1956,22136.4850,23118.3310,21542.6150,20038.0040,18613.1160,17276.5720,16024.8670,14854.4960,13834.6970,12998.3370,12317.6640,11710.0550,11165.6280,10785.5030,10603.1730,10559.6350,10558.0140,10612.4340,10631.2490,10557.1970,10421.1600,10318.8200,10240.0900,10103.3790,9880.4760,9602.7570,9333.5330,9064.6100,8810.7010,8586.9850,8389.5480,8187.6090,7973.2920,7831.2190,7795.9460,7824.9480,7845.2720,7876.4610,7843.1410,7701.9800,7488.7460,7287.3810,7086.9170,6872.0520,6645.4680,6413.4580,6172.9180,5916.4110,5705.8750,5569.2840,5476.7990,5377.2380,5288.7930,5149.5990,4926.2570,4652.0810,4388.1450,4115.4650,3888.6740,3738.9380,3636.0790,3523.2770,3417.3250,3274.0290,3067.4160,2822.3430,2587.5610,2350.8320,2139.5070,1971.3090,1830.9670,1688.9340,1555.2530,1406.8590,1230.6450,1041.0890,864.0830,692.4110,549.7120,449.7130,360.1483,296.8201,241.9252,198.1067,162.9495,131.0093,102.9120,79.2476,59.6121,43.6316,28.8088,19.4384,15.2801,10.7804,5.9393,3.3685,2.7602,2.1080,1.4122,1.4464
1957,20088.6460,20171.5970,22465.3440,21165.1010,19850.2760,18542.6830,17264.1350,16012.1740,14784.3420,13723.8110,12900.9370,12264.7190,11672.0340,11125.3890,10743.1300,10561.4140,10519.8620,10517.6060,10569.6160,10586.2860,10510.9880,10374.2490,10270.7250,10190.4920,10052.5830,9828.9830,9550.8790,9281.1070,9011.4660,8756.9650,8532.8490,8335.0170,8132.5520,7917.7550,7774.1600,7735.8160,7760.7410,7777.0220,7803.9810,7766.8280,7622.6220,7406.8510,7202.6290,6998.9610,6781.4130,6552.9540,6319.4210,6077.1350,5818.9820,5605.2310,5463.0330,5363.3850,5256.7150,5160.8350,5014.8180,4785.8750,4506.8350,4238.0150,3960.9950,3728.6340,3571.2740,3459.8570,3339.2380,3225.5590,3077.6120,2870.9850,2629.0520,2397.9150,2166.3320,1958.7200,1791.2230,1650.2710,1509.0160,1376.2690,1233.5340,1070.0250,897.7100,737.5870,583.3490,456.4290,364.6599,300.5383,244.9558,200.5884,164.9908,132.6505,104.2012,80.2403,60.3589,44.1782,29.1697,19.6819,15.4716,10.9155,6.0137,3.4107,2.7948,2.1345,1.4299,1.4645
1958,18167.0820,19245.3330,19853.6860,21866.9550,20840.1040,19712.5590,18519.4420,17295.8770,16040.4520,14751.7530,13647.5870,12836.1520,12242.9600,11663.7490,11113.4740,10728.0930,10546.5280,10506.8650,10503.9630,10553.6870,10568.2440,10491.5010,10353.7070,10248.7290,10166.7800,10027.3150,9802.4420,9523.2370,9252.2250,8981.1710,8725.4230,8500.3320,8301.5950,8098.0840,7882.2540,7736.7620,7695.2340,7716.1270,7728.3890,7751.1690,7710.0710,7562.4360,7343.5630,7135.9470,6928.5390,6707.7380,6476.8110,6241.1480,5996.4880,5736.0200,5518.4930,5370.2980,5263.1990,5149.1130,5045.5200,4892.2750,4657.1190,4372.4760,4098.0630,3815.9720,3577.4200,3411.9990,3291.6990,3162.9200,3041.1850,2888.1890,2681.0190,2441.6200,2213.5510,1986.5460,1782.1310,1614.9090,1472.9820,1332.1480,1199.9990,1062.5820,911.4160,755.9790,612.4060,475.2860,352.3264,290.3736,236.6710,193.8041,159.4105,128.1640,100.6769,77.5264,58.3174,42.6840,28.1831,19.0163,14.9483,10.5463,5.8103,3.2954,2.7003,2.0623,1.3815,1.4150
1959,16859.8750,18599.5950,19741.2890,20351.2430,21233.6590,20483.2330,19545.6550,18469.3840,17302.8790,16045.7780,14697.7230,13551.2650,12752.5030,12203.4370,11638.6100,11085.4780,10697.5130,10516.3610,10478.6540,10475.1090,10522.4610,10534.8720,10456.7870,10318.1290,10211.8400,10128.2840,9987.4550,9761.6260,9481.7170,9209.8470,8937.7630,8681.1290,8455.3820,8256.0220,8051.7520,7835.1930,7688.0030,7643.3330,7660.1420,7668.3440,7686.8880,7641.8810,7491.0110,7269.3340,7058.6040,6847.7340,6623.9810,6390.9040,6153.4390,5906.7430,5644.3230,5423.3090,5269.2980,5154.8590,5033.4820,4922.2800,4761.9870,4520.9210,4231.0550,3951.4110,3664.6270,3420.1930,3246.9030,3117.8430,2981.0430,2851.3830,2693.5280,2486.1100,2249.6040,2024.9510,1802.8750,1601.9710,1435.2660,1292.5640,1152.3550,1020.9980,889.1270,750.5940,612.3540,485.6320,320.5353,264.1727,215.3157,176.3168,145.0266,116.5995,91.5926,70.5311,53.0553,38.8326,25.6401,17.3004,13.5995,9.5947,5.2860,2.9980,2.4566,1.8762,1.2569,1.2873
1960,16640.3280,18459.9940,19698.0750,20416.2500,20676.1920,20539.5790,20068.0860,19323.3900,18367.1650,17261.0890,16005.8570,14602.1630,13416.5870,12632.7690,12129.4400,11580.6110,11026.1760,10636.7180,10456.4910,10420.8490,10416.6690,10461.5130,10471.7410,10392.5310,10253.4010,10146.0980,10061.1680,9919.3690,9693.2200,9413.3960,9141.4340,8869.0850,8612.2890,8386.5210,8187.0990,7982.6440,7765.9680,7617.4920,7569.8020,7582.4720,7586.5860,7600.8370,7552.0420,7398.3570,7174.4970,6961.2440,6747.5010,6521.4220,6286.8490,6048.2490,5800.2120,5536.5760,5312.6960,5153.2930,5031.8280,4903.4890,4784.9820,4618.0830,4371.7790,4077.4990,3793.4060,3502.7320,3253.0980,3072.4160,2934.9480,2790.5010,2653.2700,2490.9950,2283.9130,2050.9720,1830.3730,1613.8600,1417.0370,1251.3200,1108.2450,969.0580,838.8640,712.9200,587.4270,466.7990,263.6870,217.3205,177.1286,145.0463,119.3055,95.9201,75.3483,58.0221,43.6457,31.9454,21.0927,14.2321,11.1875,7.8930,4.3485,2.4663,2.0209,1.5434,1.0340,1.0591
1961,17889.9130,17001.8500,18380.1420,19356.9690,19963.0850,20229.2430,20217.9660,19991.7790,19422.5760,18477.5660,17282.8170,15998.1310,14592.6780,13405.1230,12621.1550,12118.5520,11568.2810,11010.8040,10618.9590,10437.8120,10402.1190,10397.3650,10441.4130,10450.6050,10369.9820,10229.1810,10120.1860,10033.4580,9889.9640,9662.3370,9381.1260,9107.5940,8833.5110,8574.8300,8346.9940,8145.2920,7938.4180,7719.2470,7567.6920,7516.1150,7524.3500,7523.9030,7533.3120,7479.9850,7322.3880,7094.9340,6877.7530,6659.8410,6429.2950,6189.8500,5945.9900,5692.7440,5424.2450,5194.0410,5026.1220,4894.9630,4757.3020,4629.2900,4455.2710,4205.5910,3910.4360,3625.7030,3335.4780,3085.0140,2900.9500,2758.9530,2611.2670,2471.3020,2309.5090,2107.6250,1883.1830,1671.4130,1464.5860,1277.6830,1121.4900,987.8680,858.6670,738.4520,623.6970,511.1360,306.9279,252.9579,206.1751,168.8318,138.8699,111.6496,87.7043,67.5369,50.8030,37.1840,24.5516,16.5659,13.0221,9.1874,5.0616,2.8708,2.3523,1.7965,1.2035,1.2327
1962,20281.0830,20283.5300,17259.0860,18186.5050,18895.4610,19385.5240,19656.2650,19770.6720,19791.7340,19401.9330,18474.0030,17197.7690,15891.5050,14492.9750,13310.7760,12531.5050,12032.7360,11484.4210,10927.3410,10535.5250,10354.5760,10319.0510,10313.7520,10356.7300,10364.8280,10283.2850,10141.6820,10031.6640,9943.6700,9799.3640,9571.6640,9290.8000,9017.3860,8743.2590,8484.2870,8255.7860,8053.0470,7845.0270,7624.7100,7471.0050,7415.8520,7419.5910,7414.5750,7419.0750,7361.5350,7200.9910,6971.3400,6751.5660,6530.8230,6297.2250,6054.3760,5806.7510,5549.8510,5278.1390,5043.0200,4867.6020,4727.5390,4581.3840,4444.6380,4264.5600,4013.0400,3718.8320,3435.2170,3147.2350,2897.4890,2711.1720,2565.5140,2415.4950,2273.6560,2113.3460,1917.9180,1703.3810,1501.7690,1305.9280,1130.1220,984.4400,861.1170,742.7240,633.2520,530.4210,341.0350,281.0677,229.0862,187.5931,154.3017,124.0566,97.4504,75.0418,56.4485,41.3161,27.2799,18.4068,14.4692,10.2083,5.6241,3.1898,2.6137,1.9962,1.3373,1.3697
1963,23280.5810,21811.6100,20661.1870,17476.0290,17953.2850,18394.4370,18768.0650,19042.7540,19281.8110,19548.5460,19337.9110,18429.0360,17074.6830,15749.9030,14361.3900,13187.1640,12414.3080,11920.4690,11375.3280,10819.8900,10428.9830,10248.6360,10213.3580,10207.5280,10249.3460,10256.3390,10174.0660,10031.9820,9921.1950,9832.1400,9687.3500,9460.0870,9180.2000,8907.5150,8633.9590,8375.2800,8146.6300,7943.3140,7734.6210,7513.6600,7358.1630,7299.5790,7298.8420,7289.2970,7288.9080,7227.3100,7064.1980,6832.8790,6611.0200,6387.9580,6151.8500,5906.1650,5655.3530,5395.3970,5121.1000,4881.6240,4699.1470,4550.5490,4396.2820,4251.1620,4065.4660,3812.6820,3520.0740,3238.2060,2953.1000,2704.6270,2516.4890,2367.5190,2215.5180,2072.1330,1913.6570,1725.0830,1520.8710,1329.8070,1145.3220,980.9400,846.0300,733.2200,625.8330,527.2830,359.6524,296.4114,241.5921,197.8340,162.7251,130.8290,102.7703,79.1384,59.5300,43.5716,28.7691,19.4117,15.2591,10.7656,5.9311,3.3639,2.7564,2.1051,1.4103,1.4445
1964,26153.5590,23425.0340,21329.8720,19790.5210,17742.1260,17773.0870,17949.1870,18208.1030,18487.5090,18851.2160,19363.0310,19329.9620,18437.4190,17001.4770,15654.4660,14271.9140,13102.2340,12333.5310,11843.1700,11299.6150,10744.2100,10353.0800,10172.8120,10137.6790,10131.3050,10172.0900,10178.0030,10094.7670,9951.7960,9839.9250,9749.5580,9603.8690,9376.3870,9096.6630,8823.9180,8550.1420,8291.0080,8061.5520,7857.0770,7647.1130,7424.8750,7267.1480,7204.9840,7199.7930,7185.7160,7180.4640,7114.6530,6948.5170,6714.8720,6490.3000,6264.2910,6025.0070,5775.7910,5521.0880,5257.3450,4979.6860,4735.1870,4545.1650,4387.6510,4224.8720,4071.0060,3879.1890,3624.4180,3332.5600,3051.6160,2768.5480,2520.6250,2330.1350,2177.4420,2023.0320,1877.6970,1720.5870,1538.2870,1343.7550,1162.6290,988.9060,835.4100,710.8240,608.1430,511.3920,358.0406,295.0830,240.5094,196.9474,161.9959,130.2427,102.3097,78.7838,59.2632,43.3763,28.6402,19.3247,15.1907,10.7173,5.9045,3.3488,2.7441,2.0957,1.4039,1.4379
1965,28358.9200,24901.9330,22240.2960,20280.4240,18928.7320,18091.6350,17675.5500,17586.8900,17732.0720,18017.5110,18507.8150,19267.5930,19412.2940,18531.9450,17007.5420,15631.9640,14248.9270,13078.3390,12310.2050,11821.0400,11276.5330,10718.5680,10325.3880,10144.3560,10109.2040,10102.2540,10142.1950,10147.0550,10062.4640,9917.9360,9804.4560,9712.3520,9565.0830,9336.3180,9055.4520,8781.3720,8506.0970,8245.2970,8013.9620,7807.3690,7595.1510,7370.5950,7209.8970,7143.8550,7134.1770,7115.4940,7105.3440,7035.0040,6865.0620,6627.9950,6399.6570,6169.6370,5926.0530,5672.1360,5412.3440,5143.5730,4861.2510,4610.5760,4412.1060,4244.9220,4072.8530,3909.5060,3710.6580,3452.7070,3160.2360,2878.9070,2596.5590,2348.0290,2154.2910,1997.1550,1839.6100,1691.6420,1535.1670,1358.3020,1172.5600,1000.5460,836.7960,693.4910,578.6680,485.6570,331.8228,273.4754,222.8980,182.5258,150.1336,120.7055,94.8180,73.0148,54.9236,40.2000,26.5430,17.9096,14.0784,9.9326,5.4722,3.1036,2.5431,1.9422,1.3011,1.3327
1966,29322.1210,27355.5070,24387.9420,22049.0390,20271.8070,18989.2530,18109.5000,17540.6710,17340.2020,17490.8740,17851.0370,18360.4790,19108.3040,19247.0460,18372.6390,16861.4890,15495.9040,14121.6260,12958.6840,12196.0580,11710.8210,11170.4360,10616.6550,10226.0190,10045.2930,10008.9180,10000.5650,10038.6950,10042.0210,9956.6660,9811.8740,9697.7980,9604.8480,9457.2020,9228.7780,8948.6870,8675.2120,8400.4070,8139.9750,7908.8340,7702.1900,7489.8290,7265.1820,7103.2810,7034.4150,7020.8770,6998.3500,6984.1090,6910.3200,6738.1080,6499.5180,6269.4260,6037.5980,5792.1580,5536.2360,5274.3290,5003.7570,4720.1990,4467.3290,4265.0980,4093.4590,3917.4320,3750.0400,3549.8810,3294.7680,3007.8610,2732.2220,2456.4910,2213.1710,2021.9070,1865.7860,1710.1890,1564.3610,1412.2070,1242.9920,1067.0960,904.7350,750.7870,617.1240,511.3430,372.7576,307.2122,250.3954,205.0427,168.6546,135.5962,106.5151,82.0221,61.6992,45.1592,29.8174,20.1190,15.8151,11.1579,6.1472,3.4865,2.8569,2.1819,1.4616,1.4970
1967,29669.6650,26642.7560,26516.7580,24017.9860,21986.0160,20379.8710,19158.5750,18231.4150,17507.6800,17195.0620,17352.0500,17788.4660,18319.8390,19060.0980,19193.7230,18320.1850,16813.4980,15449.9780,14076.4890,12914.4470,12152.9010,11668.7730,11129.3700,10576.5570,10186.2000,10004.7370,9966.9400,9957.1460,9993.6970,9995.5200,9908.9150,9763.0280,9647.7040,9553.3790,9404.5100,9175.1110,8894.1790,8619.7310,8343.8110,8082.2460,7849.9670,7642.0850,7428.3590,7202.3300,7038.3040,6966.2380,6948.7910,6922.3180,6903.9320,6826.2970,6650.8400,6409.3650,6176.2090,5941.2520,5692.5580,5433.1720,5167.6590,4893.7430,4607.3260,4350.8230,4143.6960,3966.6460,3785.6770,3613.3060,3410.6950,3156.9310,2873.8980,2602.3210,2331.5720,2092.0260,1902.1160,1746.1040,1591.5470,1447.0040,1298.2640,1135.6710,968.5380,814.8250,669.7230,544.8630,408.5065,336.6750,274.4093,224.7071,184.8292,148.6004,116.7303,89.8884,67.6164,49.4902,32.6770,22.0485,17.3319,12.2280,6.7368,3.8208,3.1309,2.3911,1.6018,1.6407
1968,29485.7510,27282.6380,25385.9840,25765.7910,23728.2590,21996.9440,20556.7930,19392.7530,18414.9750,17533.6100,17107.5810,17271.4270,17785.7080,18340.8400,19076.0150,19204.9630,18329.3520,16822.0600,15456.0160,14078.6900,12913.6360,12150.6070,11665.9580,11125.7220,10572.0170,10180.6240,9997.8120,9958.4620,9947.1920,9982.2840,9982.6070,9894.4590,9746.9820,9630.0200,9533.9990,9383.4030,9152.2550,8869.5330,8593.1860,8315.2200,8051.6390,7817.4380,7607.6140,7391.8000,7163.6260,6996.9180,6921.4030,6899.9810,6869.4660,6846.8660,6765.1150,6585.8160,6340.6380,6103.6260,5864.7440,5611.9500,5348.2210,5078.2010,4800.0120,4509.7660,4248.7590,4036.0280,3852.9610,3666.4320,3488.4920,3282.7410,3029.4750,2749.3690,2480.9470,2214.2770,1977.7050,1788.5120,1632.0840,1478.0480,1334.3040,1188.4850,1031.9770,873.0610,727.4940,590.7660,438.0044,360.9861,294.2242,240.9331,198.1756,159.3307,125.1593,96.3791,72.4989,53.0638,35.0366,23.6406,18.5834,13.1109,7.2232,4.0967,3.3569,2.5638,1.7175,1.7592
1969,28943.0250,27661.8420,26403.7420,25179.3960,25016.7570,23442.5100,22013.0880,20739.5010,19632.7570,18603.8540,17563.7900,17023.6320,17194.4110,17787.1020,18366.2550,19096.4890,19220.7660,18342.8650,16834.6120,15465.7100,14084.2030,12915.8470,12151.1480,11665.8620,11124.6620,10569.9300,10177.4040,9993.1920,9952.2710,9939.5140,9973.1480,9971.9630,9882.2420,9733.1330,9614.4960,9516.7480,9364.3800,9131.4190,8846.8310,8568.5100,8288.4220,8022.7520,7786.5630,7574.7380,7356.7750,7126.3900,6956.9460,6877.9460,6852.5210,6817.9340,6791.0930,6705.1840,6521.9800,6273.0220,6032.0770,5789.1920,5532.2180,5264.0590,4989.4450,4706.8930,4412.7300,4147.1320,3928.7180,3739.5590,3547.3930,3363.8130,3154.8570,2902.0320,2624.8030,2359.4900,2096.8600,1863.2220,1674.7060,1517.8230,1364.2740,1221.3020,1078.3840,927.9590,777.2660,639.8560,460.4239,379.4633,309.2842,253.2654,208.3194,167.4861,131.5656,101.3124,76.2098,55.7799,36.8300,24.8506,19.5346,13.7820,7.5930,4.3064,3.5288,2.6950,1.8054,1.8491
1970,28211.3860,27749.2990,27083.8240,26252.1450,25291.4460,24238.9080,23131.7160,22007.0510,20902.0980,19854.0390,18774.8120,17576.3550,16922.0760,17099.6480,17770.5200,18373.2210,19097.7520,19217.2090,18337.8960,16830.2030,15459.8120,14075.5030,12905.0090,12139.4060,11653.9700,11112.3490,10557.1460,10163.8780,9978.4460,9935.9900,9921.7500,9953.8860,9951.1870,9859.9760,9709.3790,9589.1790,9489.7940,9335.8000,9101.2520,8815.0770,8535.0540,8253.1170,7985.6170,7747.6710,7534.0490,7314.1460,7081.7730,6909.7510,6827.3300,6797.9100,6759.2680,6728.1920,6638.1920,6451.2500,6198.7450,5954.0930,5707.4310,5446.5170,5174.1790,4895.2260,4608.5780,4310.7760,4040.8350,3816.9310,3621.8420,3424.2090,3235.1480,3023.1830,2771.0550,2496.9980,2235.0780,1976.7710,1746.3170,1558.6720,1401.4900,1248.5860,1106.5330,966.6750,822.5130,680.2350,473.9201,390.5864,318.3501,260.6892,214.4257,172.3956,135.4222,104.2821,78.4437,57.4150,37.9096,25.5791,20.1072,14.1860,7.8155,4.4327,3.6322,2.7740,1.8583,1.9033
1971,27284.8430,27967.5690,27561.9660,26940.7060,26142.4890,25206.0160,24168.8950,23068.7330,21949.6930,20852.6600,19813.0570,18737.6800,17539.8800,16885.1050,17061.6630,17731.1120,18331.3330,19052.3060,19169.7840,18291.2830,16786.1740,15417.8590,14035.5160,12866.8110,12102.5350,11618.0740,11077.5050,10523.3970,10130.6870,9945.0470,9901.8400,9886.7670,9917.9030,9914.1660,9821.9880,9670.4350,9549.0770,9448.3300,9293.0330,9057.3420,8770.0540,8488.6650,8205.0970,7935.8160,7695.9450,7480.1520,7257.8380,7022.9480,6847.4000,6760.0330,6724.7130,6680.1790,6643.1420,6547.1490,6354.3340,6096.1330,5845.8150,5593.4840,5327.7490,5051.8280,4770.1850,4481.1480,4181.5540,3909.5190,3682.7700,3484.6280,3284.6410,3093.6350,2881.2670,2630.8970,2360.1970,2102.0990,1848.3720,1622.6930,1439.6470,1287.2230,1139.6300,1002.9910,870.3710,736.0420,534.2689,440.3235,358.8887,293.8852,241.7306,194.3483,152.6668,117.5613,88.4327,64.7262,42.7369,28.8363,22.6676,15.9924,8.8108,4.9971,4.0947,3.1272,2.0950,2.1457
